id,q_id,method,retrieve_text,score,source
39,13,語意切塊,下盡顯生機」，證明擁有遙測衛星不只可以看照土地上的變化，也能在太空軌道上蒐集所想要的地表影像。！？； 根據長光衛星的公開資料，中國自製遙測衛星2015年成功發射第一顆後，目前已經累積141顆在軌道運行，每天可以拍攝全球任一個地點38次。！？；而且這麼多遙測衛星不只可見光能取像，還有紅外線鏡頭，可以不受日夜與天候影響，即使被雲層覆蓋也是能透過這方式蒐集影像。！？； 「福八」任務之一：蒐集具戰略性價值的影像 「自主研發（遙測衛星），除了守護台灣國土之外，願景第一條就是國家安全⋯⋯，高解析度的光學遙測能即時的蒐集具有戰略性價值的影像，不需要與其他使用者競爭衛星取像排程。！？；」 「火箭阿伯」、國家太空中心主任吳宗信接受《報導者》專訪時，直指遙測衛星的國安價值。！？； 台灣自主遙測衛星「福衛八號」以6＋2顆組成星系，相較於目前僅有一顆的「福衛五號」，涵蓋的時間與覆蓋率都會提升。！？；吳宗信表示，遙測繼續不斷進步，以前只要拍到就好，但現在除了拍到，還要能拍得更清晰，甚至造訪上空的間隔更短。！？；,0.0,data_05.txt
40,14,固定大小,術具備穿透雲層的能力，即使在夜晚或厚雲覆蓋下仍能清晰成像，「福衛九號」將與「福衛八號」的光學遙測衛星互補，構建更完整的對地觀測系統，預計於2027年、2029年發射。 從「福衛五號」、「福衛八號」到即將問世的「福衛九號」，台灣正在嘗試在太空中打造自己的視野。當太空產業自主、資料可控，台灣才能在關鍵時刻不仰賴他人，用自己的眼睛，守護自己的天空。,0.0,data_02.txt
41,14,滑動視窗,一種實質的外交工具，平時我們運用衛星影像協助各國進行農業、民生與國土變化的動態判釋；災時，台灣也能憑藉自主、細緻的衛星資源與影像判讀判讀能力，成為資料提供者與分析者，把太空影像轉化為可行動的救災資訊。 「福衛九號」計畫啟動：全天候觀測，追求關鍵畫面不漏接 「福衛八號」預計於2031年前完成星系布建，現已規劃陸續接替「福衛五號」的遙測任務。「福衛八號」最大的特色在於它是台灣第一個以建構自主產業鏈為核心目標打造的衛星星系，從結構材料、推進次系統到光學鏡頭，整體系統84%的關鍵元件、57項核心技術由國內研製完成，幾乎涵蓋了整個衛星製造流程，展示台灣目標打入國際太空產業的決心。 除了持續為台灣進行國土監測與災害應變外，「福衛八號」也將展現在國家安全、科學研究等面向發揮更完整的功能。國家太空中心主任吳宗信舉例，高解析度的影像能用來大面積監測中國海警船等船隻的動態，並與自動識別系統（AIS）資料比對，以偵測那些關閉訊號、從事非法行動的「暗目標」，「甚至我們在影像處理能使用AI去進行監控和預警，搭配起來會對國家安全、經濟活動有戰略保護的功能。」 「福衛八號」的酬載任務，還包括這次「齊柏林衛星」搭載「,0.0,data_02.txt
42,14,語意切塊,福衛八號．任重高飛 用科技實力守護台灣：「福衛八號」升空，有哪些不能言說的國安任務？； 台灣發展衛星計畫，主要分成科學酬載、氣象衛星、遙測衛星三大類，其中遙測衛星已從最早的「福爾摩沙衛星二號」（簡稱「福衛二號」），進入還在服役的「福爾摩沙衛星五號」（簡稱「福衛五號」），以及預計在2025年11月29日發射的「福爾摩沙衛星八號」（簡稱「福衛八號」），它們除了守護台灣之外，其實還有一項重要的國安任務──總統賴清德在出席「福衛八號」起運至美國的典禮中也提到「國家安全」──靠著長期累積的取像，能進行更多情報研析，甚至解讀解放軍的各種軍事動作。！？；這些工作長期以來「只能做不能說」，《報導者》這次專訪國家太空中心（TASA）談起這項國安任務，並訪問軍事專家分析，未來「福衛八號」搭配其他商用衛星，能幫台灣的國家安全做什麼？； 2025年7月，「福衛八號」正在緊鑼密鼓進行各項測試時，《報導者》獲准進入國家太空中心整測廠房採訪。！？；,0.0,data_05.txt
43,15,固定大小,夠能力去解析，才能拼出可能是一隻大象，這些都需要透過不斷地訓練，甚至與科研單位共同合作才能做到，「目前我們軍方對於這方面仍是比較保守，積極度是比較不夠的。」 曾國欣強調，很多人質疑為什麼需要花大錢自製遙測星系？就是要提高衛星再訪的頻率，推疊更多影像，能分析與知道的東西會愈多。他說，中大遙測中心已經做好接收的準備，就等「福衛八號」第一顆「齊柏林衛星」傳回影像。,0.0,data_05.txt
44,15,滑動視窗,消失的住院醫師 健保兆元時代，擋得住「直美」風潮與急重難科持續失血嗎？ 醫院急重症人力崩塌持續擴大，20年前的內外婦兒「四大皆空」、10年前變成內外婦兒急「五大皆空」，到了今年（2025），甚至因為神經內科24小時取栓的過勞、也引發出走潮，再累加至內外婦兒急神經「六大皆空」。 《報導者》2024年年底推出《誰掏空了醫院人力》專題，以數據資料解析30年最大一波的護理人力出走潮，離開的護理師去哪裡？哪些醫院最留不住人？同時揭露，自費診所3年開了300家，成為急重症科人力巨大的磁石。 數月後我們持續追蹤，醫院人力失血沒有止住，今年度各大醫院多個困難科住院醫師招收持續創新低，我們取得專科醫學會的資料、走訪醫學中心現場，由專家依臨床照顧人力需求指引，完整呈現醫療人力走勢：哪些是人力極度缺乏的紅區、哪裡是拉警報的黃區、哪裡又是搶破頭的綠區？此外，更深度下探不同專科內嚴重的「科內不均」現象，大專科人力總額不足辨識真正乏人問津、卻不能沒有的次專科分布，衛福部和醫策會長年未完成真正的醫療人力盤點與調查，《報導者》整合多個資料，讓台灣次專科分布圖輪廓首度被看見。 然而，不以專科發展為目標的年輕住院醫師，不,0.0,data_03.txt
45,15,語意切塊,伊朗政權一向以善於討價還價、立場反覆著稱，美伊之間出現意外「大和解」的可能性，仍然相當不明朗。！？；於是，2026年的這場全國性抗爭，究竟會成為迫使伊朗走向改革與有限開放的契機？；抑或只是下一波更激烈暴力衝突的起點？；在抗爭群眾的憤怒哭喊聲中、以及因鎮壓衝突而燃燒的城市夜色裡，伊朗人仍在混亂的現實之中，試圖找到能改變歷史的關鍵答案。！？；,0.0,data_01.txt
46,16,固定大小,夠能力去解析，才能拼出可能是一隻大象，這些都需要透過不斷地訓練，甚至與科研單位共同合作才能做到，「目前我們軍方對於這方面仍是比較保守，積極度是比較不夠的。」 曾國欣強調，很多人質疑為什麼需要花大錢自製遙測星系？就是要提高衛星再訪的頻率，推疊更多影像，能分析與知道的東西會愈多。他說，中大遙測中心已經做好接收的準備，就等「福衛八號」第一顆「齊柏林衛星」傳回影像。,0.0,data_05.txt
47,16,滑動視窗,一種實質的外交工具，平時我們運用衛星影像協助各國進行農業、民生與國土變化的動態判釋；災時，台灣也能憑藉自主、細緻的衛星資源與影像判讀判讀能力，成為資料提供者與分析者，把太空影像轉化為可行動的救災資訊。 「福衛九號」計畫啟動：全天候觀測，追求關鍵畫面不漏接 「福衛八號」預計於2031年前完成星系布建，現已規劃陸續接替「福衛五號」的遙測任務。「福衛八號」最大的特色在於它是台灣第一個以建構自主產業鏈為核心目標打造的衛星星系，從結構材料、推進次系統到光學鏡頭，整體系統84%的關鍵元件、57項核心技術由國內研製完成，幾乎涵蓋了整個衛星製造流程，展示台灣目標打入國際太空產業的決心。 除了持續為台灣進行國土監測與災害應變外，「福衛八號」也將展現在國家安全、科學研究等面向發揮更完整的功能。國家太空中心主任吳宗信舉例，高解析度的影像能用來大面積監測中國海警船等船隻的動態，並與自動識別系統（AIS）資料比對，以偵測那些關閉訊號、從事非法行動的「暗目標」，「甚至我們在影像處理能使用AI去進行監控和預警，搭配起來會對國家安全、經濟活動有戰略保護的功能。」 「福衛八號」的酬載任務，還包括這次「齊柏林衛星」搭載「,0.0,data_02.txt
48,16,語意切塊,"訊也跟美國很不一樣，應該是要互補而不是競爭；他幫我們看照其他部分，我們提供他們近海的研析資訊。！？；」 對於國安，吳宗信更是罕見願意多談，他舉例：「更精細的遙測衛星可以拍到油槽上方陰影，而陰影的深淺可以利用三維分析出油槽是滿油還是空槽，長期關注下，在敵方戰備時就能預先研判。！？；」在國防安全上，遙測衛星可以做的情蒐工作還有很多。！？； 下一步：國安單位衛星影像的理解能力亟需「升級」 除了國家太空中心之外，早在1993年成立的中央大學太空遙測中心（CSRSR）也會接受衛星影像，目前可以接受除了自主的「福衛五號」之外，還能還可接收法國SPOT-6/7、及Pléiades 1A/1B的光學遙測影像。！？； 中大遙測中心與這兩個商用衛星簽約，衛星通過以桃園中壢中央大學所在位置為中心點，在半徑3,000公里範圍的影像都擁有主導權，東至關島、西到中國甘肅、北到日本北海道，南至南海，可以依據排程控制衛星取像角度進行任務。！？； 中大資源衛星接收站主持人曾國欣指出，正因為涵蓋南海，中大承接政府委託進行南海島礁的監測，超過200個島礁的所有歷史影像都有。！？；",0.0,data_05.txt
49,17,固定大小,進入醫院的選擇是什麼？由日本創造出來的名詞「直美」（Chokubi）、醫學生畢業後直接進入醫美巿場是潮流之一。「直美」規模與影響究竟有多大？在醫療生態系裡，直美醫師的誘因與風險又是什麼？我們有官方的數據以及同樣面臨這股「直美風暴」的日、韓專家跨國採訪，大家思考的防範或改革手段是什麼？我們也找到台灣首代直美醫師，他不設防的真心話，讓大家看見選擇直美醫師的多層意象。 今年8月歐洲醫醫學教育學會上，特別針對「困難招生科別」進行分享，與直美一樣，這也是全球性的問題，即便在醫師人均比和醫療健保資源相對充足的歐洲國家，急性照護人力也在流失，各國經驗的是：改善年輕醫師的薪資與環境很重要、但價值的支持與醫學教育也很重要，必須讓社會重新看見醫療的「role model」。我們專訪3位艱困科的留守醫師，從他們選擇留下的理由，試圖讓大眾重新看見：醫療的價值與真諦。而守護這個價值的任務，不只是醫師本身、更是全體社會。 2026年，台灣的全民健保進入「兆元時代」，儘管要追趕超高齡人口的速度、高科技和新藥價格的飆漲，仍然吃力，但這個規模已近台灣中央總預算的三分之一，台灣健保投資已追上國民所得相近的國家。我們專訪新,0.0,data_03.txt
50,17,滑動視窗,報導者》整合多個資料，讓台灣次專科分布圖輪廓首度被看見。 然而，不以專科發展為目標的年輕住院醫師，不進入醫院的選擇是什麼？由日本創造出來的名詞「直美」（Chokubi）、醫學生畢業後直接進入醫美巿場是潮流之一。「直美」規模與影響究竟有多大？在醫療生態系裡，直美醫師的誘因與風險又是什麼？我們有官方的數據以及同樣面臨這股「直美風暴」的日、韓專家跨國採訪，大家思考的防範或改革手段是什麼？我們也找到台灣首代直美醫師，他不設防的真心話，讓大家看見選擇直美醫師的多層意象。 今年8月歐洲醫醫學教育學會上，特別針對「困難招生科別」進行分享，與直美一樣，這也是全球性的問題，即便在醫師人均比和醫療健保資源相對充足的歐洲國家，急性照護人力也在流失，各國經驗的是：改善年輕醫師的薪資與環境很重要、但價值的支持與醫學教育也很重要，必須讓社會重新看見醫療的「role model」。我們專訪3位艱困科的留守醫師，從他們選擇留下的理由，試圖讓大眾重新看見：醫療的價值與真諦。而守護這個價值的任務，不只是醫師本身、更是全體社會。 2026年，台灣的全民健保進入「兆元時代」，儘管要追趕超高齡人口的速度、高科技和新藥價格的飆漲,0.0,data_03.txt
51,17,語意切塊,長年未完成真正的醫療人力盤點與調查，《報導者》整合多個資料，讓台灣次專科分布圖輪廓首度被看見。！？； 然而，不以專科發展為目標的年輕住院醫師，不進入醫院的選擇是什麼？；由日本創造出來的名詞「直美」（Chokubi）、醫學生畢業後直接進入醫美巿場是潮流之一。！？；「直美」規模與影響究竟有多大？；在醫療生態系裡，直美醫師的誘因與風險又是什麼？；我們有官方的數據以及同樣面臨這股「直美風暴」的日、韓專家跨國採訪，大家思考的防範或改革手段是什麼？；我們也找到台灣首代直美醫師，他不設防的真心話，讓大家看見選擇直美醫師的多層意象。！？； 今年8月歐洲醫醫學教育學會上，特別針對「困難招生科別」進行分享，與直美一樣，這也是全球性的問題，即便在醫師人均比和醫療健保資源相對充足的歐洲國家，急性照護人力也在流失，各國經驗的是：改善年輕醫師的薪資與環境很重要、但價值的支持與醫學教育也很重要，必須讓社會重新看見醫療的「role model」。！？；我們專訪3位艱困科的留守醫師，從他們選擇留下的理由，試圖讓大眾重新看見：醫療的價值與真諦。！？；而守護這個價值的任務，不只是醫師本身、更是全體社會。！？；,0.0,data_03.txt
52,18,固定大小,放，其餘35%轉換為熱能、15%轉變為核輻射。衝擊波會造成氣壓驟變，足以摧毀建築物；高強度光線則會讓爆炸點附近的人們出現皮膚灼傷及視力損害。 除了核彈爆炸當下產生的致命性破壞外，大氣層核試驗會使放射性落塵隨氣流擴散至更遙遠的地區，污染表層土壤；即使是在地下進行核試，這些粒子仍會在高壓下進入大氣層。 由於放射性落塵中的核分裂產物半衰期差異大，因此造成長期的輻射殘留。有些核分裂產物半衰期極短，只有幾分之一秒，但少數的半衰期長到可在數年內對人類及環境構成威脅。 例如放射性物質「鍶-90」半衰期達28年，會在生物骨骼中積聚，並導致腫瘤、白血病和其他血液疾病；銫-137的半衰期為30年，可能導致生殖腺輻射暴露與基因損傷；鈽-​​239半衰期則長達2.44萬年，即使只攝取1微克，也會造成骨骼及肺部腫瘤等嚴重危害。 此外，也有學者指出，這些放射性同位素會殘留在土壤及水中，進而入侵動植物體內、在食物鏈累積。德國一項對野豬體內銫污染的研究發現，其中有68%可追溯至全球各地進行的核試驗。 「核試爆能量是7232顆廣島原子彈」 馬紹爾成回不去的家園 1946年至1958年間，美國在馬紹爾群島進行了約66次核,0.0,data_04.txt
53,18,滑動視窗,福衛八號．任重高飛 用科技實力守護台灣：「福衛八號」升空，有哪些不能言說的國安任務？ 台灣發展衛星計畫，主要分成科學酬載、氣象衛星、遙測衛星三大類，其中遙測衛星已從最早的「福爾摩沙衛星二號」（簡稱「福衛二號」），進入還在服役的「福爾摩沙衛星五號」（簡稱「福衛五號」），以及預計在2025年11月29日發射的「福爾摩沙衛星八號」（簡稱「福衛八號」），它們除了守護台灣之外，其實還有一項重要的國安任務──總統賴清德在出席「福衛八號」起運至美國的典禮中也提到「國家安全」──靠著長期累積的取像，能進行更多情報研析，甚至解讀解放軍的各種軍事動作。這些工作長期以來「只能做不能說」，《報導者》這次專訪國家太空中心（TASA）談起這項國安任務，並訪問軍事專家分析，未來「福衛八號」搭配其他商用衛星，能幫台灣的國家安全做什麼？ 2025年7月，「福衛八號」正在緊鑼密鼓進行各項測試時，《報導者》獲准進入國家太空中心整測廠房採訪。進入前規定所有人員一律換上無塵衣，更得在空氣浴塵室（air shower）以高速噴氣將衣服物品附著的灰塵、靜電清除乾淨，並把手機等通訊產品都要交出鎖在櫃子統一管制才能踏進廠房──「福衛八,0.0,data_05.txt
54,18,語意切塊,；有些核分裂產物半衰期極短，只有幾分之一秒，但少數的半衰期長到可在數年內對人類及環境構成威脅。！？； 例如放射性物質「鍶-90」半衰期達28年，會在生物骨骼中積聚，並導致腫瘤、白血病和其他血液疾病；銫-137的半衰期為30年，可能導致生殖腺輻射暴露與基因損傷；鈽-​​239半衰期則長達2.44萬年，即使只攝取1微克，也會造成骨骼及肺部腫瘤等嚴重危害。！？； 此外，也有學者指出，這些放射性同位素會殘留在土壤及水中，進而入侵動植物體內、在食物鏈累積。！？；德國一項對野豬體內銫污染的研究發現，其中有68%可追溯至全球各地進行的核試驗。！？； 「核試爆能量是7232顆廣島原子彈」 馬紹爾成回不去的家園 1946年至1958年間，美國在馬紹爾群島進行了約66次核試驗，釋放能量相當於7232顆廣島原子彈。！？； 美國國家癌症研究所推估，1948年至1970年間住在馬紹爾群島的居民罹患的癌症，有0.4%至3.4%可能由輻射暴露引起；對直接接觸到放射性落塵的居民來說，比例最高更達69%。！？；,0.0,data_04.txt
55,19,固定大小,態。 報告也分析，美、俄、英、法、中國、印度、巴基斯坦、北韓及以色列等9個擁核國，都仍計畫擴增核武庫，並退出軍備控制協議，加上美俄之間最後一份協議《新削減戰略武器條約》將於2026年2月到期，代表全球已開啟新一輪核武威脅時代。 如今的核武威脅達到冷戰以來的高峰，世界地緣政治局勢也比以往任何時候更動盪不安。,0.0,data_04.txt
56,19,滑動視窗,"，並藉由中國和俄羅斯的戰略支援，勉強扛住了美國的制裁壓力；但過去10年來，伊朗每年的國內通膨率都超過30%，低經濟成長、貨幣持續貶值，以及超過20%的青年失業率，也都把一般民眾的日常生活壓得喘不過氣。 2025年6月，以色列與美國先後以「打擊伊朗核武計畫」為由對伊朗發動空襲；儘管以美的軍事行動前後僅持續12天，且未能百分之百摧毀伊朗的核開發設施，但在交戰過程中，伊朗武裝部隊一路挨打、幾乎沒有還手餘地；同時，在外交舞台上，德黑蘭也未能成功爭取中俄盟邦與國際社會的實質支援，反倒還因為違反核協議，而於2025年9月27日再度遭到聯合國安理會重新施以全球性的經濟制裁。 更糟的是，在承受戰爭風險與國際制裁的同時，伊朗也同時遭遇60年來最嚴重的缺水危機。在氣候變遷的影響下，伊朗不僅已連續6年出現乾旱，2025年1～11月的全國累積降雨量更僅有往年平均的14％。 其中，人口最密集、居住人口超過1,000萬人的首都德黑蘭都會區，11個月內的總降水量竟僅1.1毫米，這不僅不到往年平均的4％，首都周邊的水庫、河川和地下水資源都幾近乾涸，迫使伊朗政府一度準備疏散首都居民，甚至提出「遷都」計畫。 伊朗政府主張",0.0,data_01.txt
57,19,語意切塊,伊朗政權一向以善於討價還價、立場反覆著稱，美伊之間出現意外「大和解」的可能性，仍然相當不明朗。！？；於是，2026年的這場全國性抗爭，究竟會成為迫使伊朗走向改革與有限開放的契機？；抑或只是下一波更激烈暴力衝突的起點？；在抗爭群眾的憤怒哭喊聲中、以及因鎮壓衝突而燃燒的城市夜色裡，伊朗人仍在混亂的現實之中，試圖找到能改變歷史的關鍵答案。！？；,0.0,data_01.txt
58,20,固定大小,術具備穿透雲層的能力，即使在夜晚或厚雲覆蓋下仍能清晰成像，「福衛九號」將與「福衛八號」的光學遙測衛星互補，構建更完整的對地觀測系統，預計於2027年、2029年發射。 從「福衛五號」、「福衛八號」到即將問世的「福衛九號」，台灣正在嘗試在太空中打造自己的視野。當太空產業自主、資料可控，台灣才能在關鍵時刻不仰賴他人，用自己的眼睛，守護自己的天空。,0.0,data_02.txt
59,20,滑動視窗,一種實質的外交工具，平時我們運用衛星影像協助各國進行農業、民生與國土變化的動態判釋；災時，台灣也能憑藉自主、細緻的衛星資源與影像判讀判讀能力，成為資料提供者與分析者，把太空影像轉化為可行動的救災資訊。 「福衛九號」計畫啟動：全天候觀測，追求關鍵畫面不漏接 「福衛八號」預計於2031年前完成星系布建，現已規劃陸續接替「福衛五號」的遙測任務。「福衛八號」最大的特色在於它是台灣第一個以建構自主產業鏈為核心目標打造的衛星星系，從結構材料、推進次系統到光學鏡頭，整體系統84%的關鍵元件、57項核心技術由國內研製完成，幾乎涵蓋了整個衛星製造流程，展示台灣目標打入國際太空產業的決心。 除了持續為台灣進行國土監測與災害應變外，「福衛八號」也將展現在國家安全、科學研究等面向發揮更完整的功能。國家太空中心主任吳宗信舉例，高解析度的影像能用來大面積監測中國海警船等船隻的動態，並與自動識別系統（AIS）資料比對，以偵測那些關閉訊號、從事非法行動的「暗目標」，「甚至我們在影像處理能使用AI去進行監控和預警，搭配起來會對國家安全、經濟活動有戰略保護的功能。」 「福衛八號」的酬載任務，還包括這次「齊柏林衛星」搭載「,0.0,data_02.txt
60,20,語意切塊,福衛八號．任重高飛 用科技實力守護台灣：「福衛八號」升空，有哪些不能言說的國安任務？； 台灣發展衛星計畫，主要分成科學酬載、氣象衛星、遙測衛星三大類，其中遙測衛星已從最早的「福爾摩沙衛星二號」（簡稱「福衛二號」），進入還在服役的「福爾摩沙衛星五號」（簡稱「福衛五號」），以及預計在2025年11月29日發射的「福爾摩沙衛星八號」（簡稱「福衛八號」），它們除了守護台灣之外，其實還有一項重要的國安任務──總統賴清德在出席「福衛八號」起運至美國的典禮中也提到「國家安全」──靠著長期累積的取像，能進行更多情報研析，甚至解讀解放軍的各種軍事動作。！？；這些工作長期以來「只能做不能說」，《報導者》這次專訪國家太空中心（TASA）談起這項國安任務，並訪問軍事專家分析，未來「福衛八號」搭配其他商用衛星，能幫台灣的國家安全做什麼？； 2025年7月，「福衛八號」正在緊鑼密鼓進行各項測試時，《報導者》獲准進入國家太空中心整測廠房採訪。！？；,0.0,data_05.txt
